player;nationality;position;squad;age;value;height;league;games;minutes;goals;assists;saves;Pts/G;CL
George Baldock;eng ENG;DF;Sheffield_Utd;26;4000000;178;Premier League;38;3420;2;3;0;1.42;0
Chris Basham;eng ENG;DF;Sheffield_Utd;31;2000000;190;Premier League;38;3242;0;1;0;1.42;0
Sander Berge;no NOR;MF;Sheffield_Utd;21;20000000;195;Premier League;14;943;1;1;0;1.42;0
Muhamed BeĹˇiÄ‡;ba BIH;MF;Sheffield_Utd;26;2000000;180;Premier League;9;250;0;0;0;1.42;0
Leon Clarke;eng ENG;FW_MF;Sheffield_Utd;34;30000;188;Premier League;2;35;0;0;0;1.42;0
John Egan;ie IRL;DF;Sheffield_Utd;26;13000000;185;Premier League;36;3187;2;0;0;1.42;0
John Fleck;sco SCO;MF;Sheffield_Utd;27;6000000;169;Premier League;30;2516;5;2;0;1.42;0
Kieron Freeman;wal WAL;FW;Sheffield_Utd;27;1000000;178;Premier League;2;7;0;0;0;1.42;0
Luke Freeman;eng ENG;MF;Sheffield_Utd;27;2000000;176;Premier League;11;366;0;0;0;1.42;0
Dean Henderson;eng ENG;GK;Sheffield_Utd;22;14000000;188;Premier League;36;3240;0;0;97;1.42;0
Phil Jagielka;eng ENG;DF;Sheffield_Utd;36;80000;180;Premier League;6;244;0;0;0;1.42;0
John Lundstram;eng ENG;MF;Sheffield_Utd;25;8000000;181;Premier League;34;2458;5;3;0;1.42;0
Oliver McBurnie;sco SCO;FW;Sheffield_Utd;23;8000000;188;Premier League;36;2113;6;0;0;1.42;0
David McGoldrick;ie IRL;FW;Sheffield_Utd;31;1000000;184;Premier League;28;1815;2;2;0;1.42;0
Simon Moore;eng ENG;GK;Sheffield_Utd;29;40000;191;Premier League;2;180;0;0;6;1.42;0
Ravel Morrison;jm JAM;MF;Sheffield_Utd;26;60000;175;Premier League;1;13;0;0;0;1.42;0
Lys Mousset;fr FRA;FW;Sheffield_Utd;23;9000000;184;Premier League;30;1240;6;4;0;1.42;0
Oliver Norwood;nir NIR;MF;Sheffield_Utd;28;6000000;175;Premier League;38;3090;1;1;0;1.42;0
Jack O'Connell;eng ENG;DF;Sheffield_Utd;25;9000000;191;Premier League;33;2916;0;1;0;1.42;0
Ben Osborn;eng ENG;MF_DF;Sheffield_Utd;24;2000000;176;Premier League;13;594;0;0;0;1.42;0
Callum Robinson;ie IRL;FW;Sheffield_Utd;24;5000000;178;Premier League;16;676;1;1;0;1.42;0
Jack Robinson;eng ENG;DF;Sheffield_Utd;25;2000000;180;Premier League;6;504;0;0;0;1.42;0
Jack Rodwell;eng ENG;MF;Sheffield_Utd;28;1000000;188;Premier League;1;16;0;0;0;1.42;0
Billy Sharp;eng ENG;FW;Sheffield_Utd;33;1000000;175;Premier League;25;1051;3;2;0;1.42;0
Enda Stevens;ie IRL;DF;Sheffield_Utd;29;5000000;183;Premier League;38;3345;2;4;0;1.42;0
Richairo Ĺ˝ivkoviÄ‡;nl NED;FW;Sheffield_Utd;22;650;187;Premier League;5;112;0;0;0;1.42;0
Che Adams;eng ENG;FW;Southampton;23;12000000;179;Premier League;30;1111;4;2;0;1.37;0
Stuart Armstrong;sco SCO;MF;Southampton;27;6000000;183;Premier League;30;1715;5;3;0;1.37;0
Jan Bednarek;pl POL;DF;Southampton;23;12000000;189;Premier League;34;3057;1;1;0;1.37;0
Ryan Bertrand;eng ENG;DF;Southampton;29;10000000;179;Premier League;32;2742;1;1;0;1.37;0
Sofiane Boufal;ma MAR;MF_FW;Southampton;25;8000000;175;Premier League;20;764;0;2;0;1.37;0
Kevin Danso;at AUT;DF;Southampton;20;6000000;190;Premier League;6;277;0;1;0;1.37;0
Moussa Djenepo;ml MLI;MF_DF;Southampton;21;11000000;177;Premier League;18;928;2;2;0;1.37;0
Angus Gunn;eng ENG;GK;Southampton;23;6000000;196;Premier League;10;900;0;0;30;1.37;0
Pierre HĂ¸jbjerg;dk DEN;MF;Southampton;23;25000000;185;Premier League;33;2752;0;1;0;1.37;0
Danny Ings;eng ENG;FW;Southampton;27;17000000;178;Premier League;38;2804;22;2;0;1.37;0
Shane Long;ie IRL;FW;Southampton;32;2000000;180;Premier League;26;1395;2;2;0;1.37;0
Alex McCarthy;eng ENG;GK;Southampton;29;4000000;193;Premier League;28;2520;0;0;77;1.37;0
Michael Obafemi;ie IRL;FW;Southampton;19;4000000;170;Premier League;21;665;3;2;0;1.37;0
Nathan Redmond;eng ENG;MF_FW;Southampton;25;16000000;173;Premier League;32;2762;4;4;0;1.37;0
Oriol Romeu;es ESP;MF;Southampton;27;8000000;183;Premier League;30;1860;0;0;0;1.37;0
William Smallbone;ie IRL;MF;Southampton;19;3000000;173;Premier League;9;393;0;2;0;1.37;0
CĂ©dric Soares;pt POR;DF;Southampton;27;8000000;171;Premier League;16;1306;0;1;0;1.37;0
Jack Stephens;eng ENG;DF;Southampton;25;5000000;185;Premier League;28;2451;1;3;0;1.37;0
Nathan Tella;eng ENG;FW;Southampton;20;750;173;Premier League;1;3;0;0;0;1.37;0
Yan Valery;fr FRA;DF;Southampton;20;6000000;180;Premier League;11;779;0;0;0;1.37;0
Jannik Vestergaard;dk DEN;DF;Southampton;26;12000000;199;Premier League;19;1497;1;0;0;1.37;0
Jake Vokins;eng ENG;DF;Southampton;19;250;180;Premier League;1;90;0;0;0;1.37;0
Kyle Walker-Peters;eng ENG;DF;Southampton;22;8000000;173;Premier League;10;703;0;0;0;1.37;0
James Ward-Prowse;eng ENG;MF_DF;Southampton;24;14000000;177;Premier League;38;3420;5;3;0;1.37;0
Maya Yoshida;jp JPN;DF;Southampton;30;4000000;189;Premier League;8;560;0;0;0;1.37;0
Etrit Berisha;al ALB;GK;SPAL;30;2000000;194;Serie A;26;2340;0;0;106;0.53;0
Kevin Bonifazi;it ITA;DF;SPAL;23;4000000;187;Serie A;14;1191;1;0;0;0.53;0
Lucas Castro;ar ARG;MF;SPAL;30;3000000;182;Serie A;7;425;0;0;0;0.53;0
Alberto Cerri;it ITA;FW;SPAL;23;3000000;194;Serie A;8;420;1;0;0;0.53;0
Thiago Cionek;pl POL;DF;SPAL;33;47500;183;Serie A;28;2169;0;1;0;0.53;0
Jaume CuĂ©llar;bo BOL;FW_MF;SPAL;17;10000;182;Serie A;2;70;0;0;0;0.53;0
Marco D'Alessandro;it ITA;MF_DF;SPAL;28;1000000;173;Serie A;15;781;2;0;0;0.53;0
Bryan Dabo;bf BFA;MF;SPAL;27;2000000;187;Serie A;16;1122;1;4;0;0.53;0
Felipe dal Belo;br BRA;DF;SPAL;35;300;188;Serie A;15;997;0;0;0;0.53;0
Federico Di Francesco;it ITA;FW;SPAL;25;4000000;171;Serie A;20;1082;2;0;0;0.53;0
Espeto;br BRA;DF_MF;SPAL;22;3000000;168;Serie A;32;2110;1;2;0;0.53;0
Mohamed Fares;dz ALG;DF_MF;SPAL;23;4000000;183;Serie A;8;421;0;0;0;0.53;0
Sergio Floccari;it ITA;FW;SPAL;37;30000;180;Serie A;24;942;1;0;0;0.53;0
Krisztofer HorvĂˇth;hu HUN;FW_DF;SPAL;17;5000;172;Serie A;3;44;0;0;0;0.53;0
Igor;br BRA;DF;SPAL;21;5000000;185;Serie A;17;1337;0;1;0;0.53;0
Marko JankoviÄ‡;me MNE;MF_DF;SPAL;24;800;172;Serie A;6;115;0;0;0;0.53;0
Jasmin KurtiÄ‡;si SVN;MF;SPAL;30;3500000;186;Serie A;16;1409;2;0;0;0.53;0
Karlo Letica;hr CRO;GK;SPAL;22;1000000;201;Serie A;10;900;0;0;38;0.53;0
Simone Missiroli;it ITA;MF;SPAL;33;1000000;191;Serie A;34;2798;1;0;0;0.53;0
Gabriele Moncini;it ITA;FW_MF;SPAL;23;1000000;183;Serie A;4;154;0;0;0;0.53;0
Alessandro Murgia;it ITA;MF;SPAL;22;2000000;185;Serie A;25;1750;0;1;0;0.53;0
Alberto Paloschi;it ITA;FW;SPAL;29;1000000;183;Serie A;10;438;0;0;0;0.53;0
Andrea Petagna;it ITA;FW;SPAL;24;14000000;190;Serie A;36;3032;12;1;0;0.53;0
Arkadiusz Reca;pl POL;DF;SPAL;24;2000000;187;Serie A;25;1928;0;2;0;0.53;0
Jacopo Sala;it ITA;DF;SPAL;27;1000000;181;Serie A;16;853;0;0;0;0.53;0
Bartosz Salamon;pl POL;DF;SPAL;28;40000;194;Serie A;7;344;0;0;0;0.53;0
Demba Thiam;sn SEN;GK;SPAL;21;10000;202;Serie A;2;180;0;0;11;0.53;0
Nenad TomoviÄ‡;rs SRB;DF;SPAL;31;47500;184;Serie A;23;1755;0;1;0;0.53;0
Georgi Tunjov;ee EST;MF;SPAL;18;35000;186;Serie A;10;284;0;0;0;0.53;0
Mirko Valdifiori;it ITA;MF;SPAL;33;40000;185;Serie A;22;1400;0;3;0;0.53;0
Mattia Valoti;it ITA;MF_FW;SPAL;25;80000;181;Serie A;27;1527;3;1;0;0.53;0
Francesco Vicari;it ITA;DF;SPAL;24;4000000;190;Serie A;34;2898;0;0;0;0.53;0
Ludovic Ajorque;re REU;FW;Strasbourg;25;6000000;197;Ligue 1;26;2058;8;4;0;1.41;0
Jean-Ricner Bellegarde;fr FRA;MF;Strasbourg;21;3000000;170;Ligue 1;24;1497;0;0;0;1.41;0
Anthony Caci;fr FRA;DF;Strasbourg;22;3000000;184;Ligue 1;8;691;1;4;0;1.41;0
Lionel Carole;fr FRA;DF;Strasbourg;28;2000000;182;Ligue 1;18;1272;0;0;0;1.41;0
Benjamin Corgnet;fr FRA;MF;Strasbourg;32;40000;179;Ligue 1;6;261;0;0;0;1.41;0
Nuno da Costa;cv CPV;FW_MF;Strasbourg;28;1000000;182;Ligue 1;14;527;1;0;0;1.41;0
Alexander Djiku;gh GHA;DF_MF;Strasbourg;24;6000000;182;Ligue 1;25;2064;1;1;0;1.41;0
Youssouf Fofana;fr FRA;MF;Strasbourg;20;11000000;176;Ligue 1;13;1008;1;0;0;1.41;0
JĂ©rĂ©my Grimm;fr FRA;FW;Strasbourg;32;25000;181;Ligue 1;1;1;0;0;0;1.41;0
Lamine KonĂ©;ci CIV;DF;Strasbourg;30;2000000;189;Ligue 1;18;1473;1;0;0;1.41;0
Kenny Lala;fr FRA;DF;Strasbourg;27;9000000;178;Ligue 1;25;2043;2;1;0;1.41;0
Dimitri LiĂ©nard;fr FRA;MF;Strasbourg;31;1000000;184;Ligue 1;22;1489;2;3;0;1.41;0
Abdul Majeed Waris;gh GHA;FW;Strasbourg;27;2500000;172;Ligue 1;7;371;2;1;0;1.41;0
Jonas Martin;fr FRA;MF;Strasbourg;29;2000000;184;Ligue 1;3;247;0;0;0;1.41;0
Stefan MitroviÄ‡;rs SRB;DF;Strasbourg;29;2500000;189;Ligue 1;23;2053;1;1;0;1.41;0
Lebo Mothiba;za RSA;FW;Strasbourg;23;4000000;182;Ligue 1;21;1047;3;3;0;1.41;0
Abdallah N'dour;sn SEN;DF;Strasbourg;25;600;186;Ligue 1;6;373;0;0;0;1.41;0
Matz Sels;be BEL;GK;Strasbourg;27;6500000;188;Ligue 1;27;2430;0;0;67;1.41;0
Mohamed Simakan;fr FRA;DF;Strasbourg;19;7000000;187;Ligue 1;19;1503;0;0;0;1.41;0
Ibrahima Sissoko;fr FRA;MF;Strasbourg;21;4000000;193;Ligue 1;23;1598;0;1;0;1.41;0
Adrien Thomasson;fr FRA;MF;Strasbourg;25;6000000;177;Ligue 1;25;2072;8;1;0;1.41;0
Mootaz Zemzemi;tn TUN;MF;Strasbourg;19;400;183;Ligue 1;1;23;0;0;0;1.41;0
KĂ©vin Zohi;ml MLI;FW_MF;Strasbourg;22;1000000;177;Ligue 1;17;530;1;1;0;1.41;0
Ola Aina;ng NGA;DF;Torino;22;7000000;184;Serie A;32;2079;0;2;0;1.05;0
Cristian Ansaldi;ar ARG;DF_MF;Torino;32;4000000;181;Serie A;27;1768;4;4;0;1.05;0
Daniele Baselli;it ITA;MF;Torino;27;7000000;182;Serie A;16;1278;0;2;0;1.05;0
Andrea Belotti;it ITA;FW;Torino;25;32000000;181;Serie A;36;3008;16;3;0;1.05;0
Ălex Berenguer;es ESP;MF_FW;Torino;24;4000000;175;Serie A;29;1823;6;2;0;1.05;0
Kevin Bonifazi;it ITA;DF;Torino;23;4000000;187;Serie A;3;247;1;0;0;1.05;0
Gleison Bremer;br BRA;DF;Torino;22;5000000;188;Serie A;27;2270;3;1;0;1.05;0
Lorenzo De Silvestri;it ITA;DF;Torino;31;2000000;186;Serie A;29;2243;0;0;0;1.05;0
Koffi Djidji;ci CIV;DF;Torino;26;3000000;184;Serie A;17;851;0;0;0;1.05;0
Simone Edera;it ITA;MF_FW;Torino;22;80000;174;Serie A;13;398;1;1;0;1.05;0
Iago Falque;es ESP;MF_FW;Torino;29;6000000;174;Serie A;4;102;0;0;0;1.05;0
Armando Izzo;it ITA;DF;Torino;27;16000000;183;Serie A;31;2686;1;0;0;1.05;0
Diego Laxalt;uy URU;DF_MF;Torino;26;5000000;178;Serie A;16;596;0;1;0;1.05;0
Sasa Lukic;rs SRB;MF;Torino;22;3500000;183;Serie A;30;1861;1;1;0;1.05;0
Lyanco;br BRA;DF;Torino;22;6000000;187;Serie A;17;1176;0;0;0;1.05;0
Soualiho MeĂŻtĂ©;fr FRA;MF;Torino;25;7000000;187;Serie A;33;2201;0;2;0;1.05;0
Vincenzo Millico;it ITA;MF_FW;Torino;18;1000000;174;Serie A;11;216;0;0;0;1.05;0
Michel Ndary Adopo;fr FRA;DF;Torino;19;20000;187;Serie A;2;4;0;0;0;1.05;0
Nicolas Nkoulou;cm CMR;DF;Torino;29;10000000;184;Serie A;31;2692;1;0;0;1.05;0
TomĂˇs RincĂłn;ve VEN;MF;Torino;31;5000000;177;Serie A;32;2702;1;3;0;1.05;0
Antonio Rosati;it ITA;GK;Torino;36;20000;195;Serie A;1;90;0;0;4;1.05;0
Wilfried Singo;ci CIV;DF;Torino;18;15000;190;Serie A;4;132;1;0;0;1.05;0
Salvatore Sirigu;it ITA;GK;Torino;32;6000000;192;Serie A;36;3240;0;0;135;1.05;0
Samir Ujkani;xk KVX;GK;Torino;31;20000;186;Serie A;1;90;0;0;3;1.05;0
Simone Verdi;it ITA;MF_FW;Torino;27;13000000;174;Serie A;33;2073;2;6;0;1.05;0
Simone Zaza;it ITA;FW;Torino;28;7000000;186;Serie A;24;1640;6;1;0;1.05;0
Toby Alderweireld;be BEL;DF;Tottenham;30;24000000;186;Premier League;33;2957;2;2;0;1.55;0
Dele Alli;eng ENG;MF_FW;Tottenham;23;52000000;188;Premier League;25;1847;8;4;0;1.55;0
Serge Aurier;ci CIV;DF;Tottenham;26;16000000;176;Premier League;33;2700;1;5;0;1.55;0
Steven Bergwijn;nl NED;FW_MF;Tottenham;21;28000000;178;Premier League;14;704;3;1;0;1.55;0
Ben Davies;wal WAL;DF;Tottenham;26;17000000;181;Premier League;18;1431;0;0;0;1.55;0
Eric Dier;eng ENG;DF_MF;Tottenham;25;22000000;188;Premier League;19;1344;0;2;0;1.55;0
Christian Eriksen;dk DEN;MF_FW;Tottenham;27;68000000;182;Premier League;20;1097;2;2;0;1.55;0
Gedson Fernandes;pt POR;MF_DF;Tottenham;20;13000000;184;Premier League;7;68;0;0;0;1.55;0
Juan Foyth;ar ARG;DF;Tottenham;21;13000000;187;Premier League;4;68;0;0;0;1.55;0
Paulo Gazzaniga;ar ARG;GK;Tottenham;27;2000000;195;Premier League;18;1613;0;0;56;1.55;0
Son Heung-min;kr KOR;FW_MF;Tottenham;27;75000000;184;Premier League;30;2476;11;10;0;1.55;0
Harry Kane;eng ENG;FW;Tottenham;26;120000000;188;Premier League;29;2587;18;2;0;1.55;0
Ă‰rik Lamela;ar ARG;MF_FW;Tottenham;27;16000000;184;Premier League;25;1215;2;1;0;1.55;0
Hugo Lloris;fr FRA;GK;Tottenham;32;14000000;188;Premier League;21;1807;0;0;74;1.55;0
Giovani Lo Celso;ar ARG;MF_FW;Tottenham;23;40000000;177;Premier League;28;1492;0;2;0;1.55;0
Lucas Moura;br BRA;FW_MF;Tottenham;26;25000000;172;Premier League;35;2242;4;4;0;1.55;0
Tanguy Ndombele;fr FRA;MF;Tottenham;22;40000000;181;Premier League;21;1009;2;2;0;1.55;0
Troy Parrott;ie IRL;MF;Tottenham;17;3000000;185;Premier League;2;7;0;0;0;1.55;0
Danny Rose;eng ENG;DF;Tottenham;29;16000000;173;Premier League;12;893;0;0;0;1.55;0
Davinson SĂˇnchez;co COL;DF;Tottenham;23;48000000;187;Premier League;29;2431;0;0;0;1.55;0
Ryan Sessegnon;eng ENG;DF;Tottenham;19;31000000;178;Premier League;6;342;0;0;0;1.55;0
Moussa Sissoko;fr FRA;MF;Tottenham;29;20000000;187;Premier League;29;2452;2;1;0;1.55;0
Oliver Skipp;eng ENG;MF_DF;Tottenham;18;7000000;175;Premier League;7;77;0;0;0;1.55;0
Japhet Tanganga;eng ENG;DF;Tottenham;20;7000000;184;Premier League;6;525;0;0;0;1.55;0
Jan Vertonghen;be BEL;DF;Tottenham;32;14000000;189;Premier League;23;1645;1;1;0;1.55;0
Kyle Walker-Peters;eng ENG;DF;Tottenham;22;8000000;173;Premier League;3;241;0;0;0;1.55;0
Victor Wanyama;ke KEN;MF;Tottenham;28;6000000;184;Premier League;2;25;0;0;0;1.55;0
Harry Winks;eng ENG;MF;Tottenham;23;32000000;178;Premier League;31;2221;0;0;0;1.55;0
Amine Adli;fr FRA;MF_FW;Toulouse;19;30000;174;Ligue 1;4;46;0;0;0;0.46;0
Kelvin Amian;fr FRA;DF;Toulouse;21;5000000;180;Ligue 1;20;1633;0;2;0;0.46;0
Janis Antiste;fr FRA;MF;Toulouse;16;1000000;180;Ligue 1;1;12;0;0;0;0.46;0
Quentin Boisgard;fr FRA;MF_FW;Toulouse;22;1000000;174;Ligue 1;20;1146;1;1;0;0.46;0
BafodĂ© DiakitĂ©;fr FRA;DF;Toulouse;18;7000000;185;Ligue 1;16;1366;2;0;0;0.46;0
Moussa Diarra;fr FRA;DF;Toulouse;18;35000;183;Ligue 1;1;90;0;0;0;0.46;0
Mathieu Dossevi;tg TOG;MF_FW;Toulouse;31;1000000;174;Ligue 1;26;1751;1;2;0;0.46;0
Ruben Gabrielsen;no NOR;DF;Toulouse;27;80000;186;Ligue 1;8;656;0;0;0;0.46;0
Mauro Goicoechea;uy URU;GK;Toulouse;31;47500;186;Ligue 1;2;180;0;0;8;0.46;0
Mathieu Goncalves;fr FRA;DF;Toulouse;18;600;178;Ligue 1;4;314;0;0;0;0.46;0
Max Gradel;ci CIV;MF_FW;Toulouse;31;4000000;175;Ligue 1;21;1635;3;2;0;0.46;0
Nicolas Isimat-Mirin;fr FRA;DF;Toulouse;27;1000000;187;Ligue 1;14;1260;1;0;0;0.46;0
Corentin Jean;fr FRA;DF;Toulouse;24;1000000;170;Ligue 1;1;7;0;0;0;0.46;0
Lovre KaliniÄ‡;hr CRO;GK;Toulouse;29;2800000;201;Ligue 1;4;305;0;0;11;0.46;0
Kouadio KonĂ©;fr FRA;MF;Toulouse;18;5000000;180;Ligue 1;13;875;0;0;0;0.46;0
Efthimis Koulouris;gr GRE;FW;Toulouse;23;2000000;186;Ligue 1;24;1541;4;2;0;0.46;0
Aaron Leya Iseka;be BEL;FW;Toulouse;21;2000000;182;Ligue 1;22;777;2;0;0;0.46;0
Jean-Victor Makengo;fr FRA;MF_FW;Toulouse;21;3000000;177;Ligue 1;19;988;2;0;0;0.46;0
Steven Moreira;fr FRA;DF;Toulouse;24;1000000;180;Ligue 1;17;1389;0;0;0;0.46;0
Nathan N'Goumou;fr FRA;FW_MF;Toulouse;19;45000;182;Ligue 1;1;9;0;0;0;0.46;0
Baptiste Reynet;fr FRA;GK;Toulouse;28;2000000;185;Ligue 1;23;2035;0;0;67;0.46;0
AgustĂ­n Rogel;uy URU;DF;Toulouse;21;1000000;190;Ligue 1;10;858;0;0;0;0.46;0
Wesley SaĂŻd;fr FRA;MF_FW;Toulouse;24;4000000;171;Ligue 1;23;1160;2;1;0;0.46;0
Ibrahim SangarĂ©;ci CIV;MF;Toulouse;21;9000000;191;Ligue 1;25;2175;0;1;0;0.46;0
Yaya Sanogo;fr FRA;FW;Toulouse;26;2000000;194;Ligue 1;15;910;3;1;0;0.46;0
Kalidou SidibĂ©;fr FRA;MF;Toulouse;20;2000000;200;Ligue 1;4;91;0;0;0;0.46;0
Issiaga Sylla;gn GUI;DF;Toulouse;25;2000000;180;Ligue 1;28;2520;0;2;0;0.46;0
Adil Taoui;fr FRA;MF;Toulouse;17;25000;179;Ligue 1;2;25;0;0;0;0.46;0
William Vainqueur;fr FRA;MF;Toulouse;30;1000000;179;Ligue 1;21;1715;0;0;0;0.46;0
Marco Ballarini;it ITA;MF;Udinese;18;5000;186;Serie A;1;1;0;0;0;1.18;0
AntonĂ­n BarĂˇk;cz CZE;MF;Udinese;24;8000000;190;Serie A;8;194;0;0;0;1.18;0
Rodrigo Becao;br BRA;DF;Udinese;23;4500000;191;Serie A;29;2213;1;1;0;1.18;0
Sebastien De Maio;fr FRA;DF;Udinese;32;72500;190;Serie A;21;1500;0;0;0;1.18;0
Rodrigo De Paul;ar ARG;MF;Udinese;25;20000000;180;Serie A;34;2822;7;6;0;1.18;0
Seko Fofana;ci CIV;MF;Udinese;24;9000000;183;Serie A;32;2249;3;7;0;1.18;0
Mato Jajalo;ba BIH;MF;Udinese;31;80000;182;Serie A;26;1649;0;0;0;1.18;0
Kevin Lasagna;it ITA;FW;Udinese;26;5000000;181;Serie A;36;2569;10;1;0;1.18;0
Rolando Mandragora;it ITA;MF;Udinese;22;12000000;183;Serie A;26;2050;0;2;0;1.18;0
Juan Musso;ar ARG;GK;Udinese;25;12000000;191;Serie A;38;3420;0;0;139;1.18;0
Ilija Nestorovski;mk MKD;FW;Udinese;29;2000000;182;Serie A;28;1251;3;1;0;1.18;0
Bram Nuytinck;nl NED;DF;Udinese;29;2000000;190;Serie A;26;2225;0;0;0;1.18;0
Stefano Okaka;it ITA;FW;Udinese;29;3000000;186;Serie A;33;2415;8;2;0;1.18;0
Nicholas Opoku;gh GHA;DF;Udinese;21;80000;190;Serie A;7;481;0;0;0;1.18;0
Giuseppe Pezzella;it ITA;DF;Udinese;21;2000000;187;Serie A;1;80;0;0;0;1.18;0
Ignacio Pussetto;ar ARG;FW_DF;Udinese;23;6000000;180;Serie A;12;341;1;0;0;1.18;0
Samir Santos;br BRA;DF;Udinese;24;3800000;188;Serie A;21;1546;1;0;0;1.18;0
Ken Sema;se SWE;DF_MF;Udinese;25;4800000;180;Serie A;32;2453;2;1;0;1.18;0
Jens Stryger Larsen;dk DEN;DF;Udinese;28;2000000;180;Serie A;33;2789;1;3;0;1.18;0
Ĺukasz Teodorczyk;pl POL;FW;Udinese;28;1500000;188;Serie A;14;222;0;1;0;1.18;0
Hidde ter Avest;nl NED;DF;Udinese;22;1000000;182;Serie A;20;686;0;0;0;1.18;0
William Troost-Ekong;ng NGA;DF;Udinese;25;3000000;191;Serie A;30;2576;0;0;0;1.18;0
Walace;br BRA;MF;Udinese;24;5000000;188;Serie A;20;1139;0;0;0;1.18;0
Marvin Zeegelaar;nl NED;DF;Udinese;28;1000000;186;Serie A;13;593;0;1;0;1.18;0
Suleiman Abdullahi;ng NGA;FW_MF;Union_Berlin;22;1000000;185;Bundesliga;6;157;1;0;0;1.21;0
Sebastian Andersson;se SWE;FW;Union_Berlin;28;4000000;190;Bundesliga;33;2682;12;1;0;1.21;0
Robert Andrich;de GER;MF;Union_Berlin;24;2000000;187;Bundesliga;30;2572;1;2;0;1.21;0
Sheraldo Becker;nl NED;MF_FW;Union_Berlin;24;1000000;180;Bundesliga;13;540;0;2;0;1.21;0
Marius BĂĽlter;de GER;MF_FW;Union_Berlin;26;2000000;188;Bundesliga;32;2321;7;1;0;1.21;0
Marvin Friedrich;de GER;DF;Union_Berlin;23;2000000;192;Bundesliga;31;2789;2;0;0;1.21;0
Christian Gentner;de GER;MF;Union_Berlin;33;80000;189;Bundesliga;31;2443;3;2;0;1.21;0
RafaĹ‚ Gikiewicz;pl POL;GK;Union_Berlin;31;1500000;190;Bundesliga;33;2970;0;0;109;1.21;0
Akaki Gogia;de GER;MF_FW;Union_Berlin;27;1000000;178;Bundesliga;3;121;0;0;0;1.21;0
Florian HĂĽbner;de GER;DF;Union_Berlin;28;1000000;193;Bundesliga;11;850;0;0;0;1.21;0
Marcus Ingvartsen;dk DEN;MF_FW;Union_Berlin;23;1000000;187;Bundesliga;28;1716;5;2;0;1.21;0
Felix Kroos;de GER;MF;Union_Berlin;28;65000;184;Bundesliga;15;378;0;0;0;1.21;0
Christopher Lenz;de GER;DF;Union_Berlin;24;2000000;180;Bundesliga;26;2267;0;3;0;1.21;0
Yunus MallÄ±;tr TUR;FW_MF;Union_Berlin;27;2800000;179;Bundesliga;13;673;0;1;0;1.21;0
Joshua Mees;de GER;MF_FW;Union_Berlin;23;80000;180;Bundesliga;15;325;0;1;0;1.21;0
Moritz Nicolas;de GER;GK;Union_Berlin;21;15000;193;Bundesliga;1;90;0;0;4;1.21;0
Michael Parensen;de GER;DF;Union_Berlin;33;25000;180;Bundesliga;9;628;1;0;0;1.21;0
Sebastian Polter;de GER;FW;Union_Berlin;28;1000000;192;Bundesliga;13;330;2;2;0;1.21;0
Grischa PrĂ¶mel;de GER;MF;Union_Berlin;24;1000000;184;Bundesliga;16;924;0;0;0;1.21;0
Ken Reichel;de GER;DF;Union_Berlin;32;40000;185;Bundesliga;7;533;0;0;0;1.21;0
Julian Ryerson;no NOR;DF;Union_Berlin;21;40000;183;Bundesliga;14;368;0;0;0;1.21;0
Keven Schlotterbeck;de GER;DF;Union_Berlin;22;2000000;189;Bundesliga;23;1939;0;0;0;1.21;0
Manuel Schmiedebach;de GER;MF;Union_Berlin;30;65000;171;Bundesliga;5;179;0;0;0;1.21;0
Neven SubotiÄ‡;rs SRB;DF;Union_Berlin;30;1700000;193;Bundesliga;23;1965;1;0;0;1.21;0
Christopher Trimmel;at AUT;DF;Union_Berlin;32;55000;189;Bundesliga;32;2863;0;8;0;1.21;0
Anthony Ujah;ng NGA;FW_MF;Union_Berlin;28;1000000;180;Bundesliga;24;949;3;2;0;1.21;0
Denis Cheryshev;ru RUS;MF_FW;Valencia;28;4000000;179;La Liga;24;926;1;2;0;1.39;0
Jasper Cillessen;nl NED;GK;Valencia;30;14000000;187;La Liga;24;2096;0;1;78;1.39;0
Francis Coquelin;fr FRA;MF;Valencia;28;19000000;177;La Liga;26;1905;0;0;0;1.39;0
Thierry Correia;pt POR;DF;Valencia;20;2000000;179;La Liga;4;259;0;0;0;1.39;0
Jaume Costa;es ESP;DF;Valencia;31;3000000;171;La Liga;19;1389;0;1;0;1.39;0
Mouctar Diakhaby;fr FRA;DF;Valencia;22;17000000;192;La Liga;21;1444;0;0;0;1.39;0
Jaume DomĂ©nech;es ESP;GK;Valencia;28;6000000;185;La Liga;15;1324;0;0;58;1.39;0
Alessandro Florenzi;it ITA;DF;Valencia;28;16000000;173;La Liga;12;752;0;0;0;1.39;0
KĂ©vin Gameiro;fr FRA;FW;Valencia;32;6000000;172;La Liga;29;1581;6;2;0;1.39;0
Ezequiel Garay;ar ARG;DF;Valencia;32;4000000;188;La Liga;17;1437;0;0;0;1.39;0
Maxi GĂłmez;uy URU;FW;Valencia;22;32000000;186;La Liga;33;2143;9;2;0;1.39;0
GonĂ§alo Guedes;pt POR;MF_FW;Valencia;22;22000000;179;La Liga;21;1266;2;2;0;1.39;0
Hugo GuillamĂłn;es ESP;DF;Valencia;19;20000;182;La Liga;6;495;0;0;0;1.39;0
Lee Kangin;kr KOR;MF_FW;Valencia;18;20000000;173;La Liga;17;454;2;0;0;1.39;0
