player;nationality;position;squad;age;value;height;league;games;minutes;goals;assists;saves;Pts/G;CL
Aritz Elustondo;es ESP;DF;Real_Sociedad;25;8000000;182;La Liga;22;1510;0;1;0;1.47;0
Andoni Gorosabel;es ESP;DF;Real_Sociedad;22;1000000;174;La Liga;14;714;0;0;0;1.47;0
Ander Guevara;es ESP;MF;Real_Sociedad;22;6000000;180;La Liga;14;939;0;0;0;1.47;0
Asier Illarramendi;es ESP;MF;Real_Sociedad;29;14000000;179;La Liga;3;216;0;0;0;1.47;0
Alexander Isak;se SWE;FW;Real_Sociedad;19;22000000;190;La Liga;37;1507;9;1;0;1.47;0
Adnan Januzaj;be BEL;FW_MF;Real_Sociedad;24;9000000;186;La Liga;24;1167;3;3;0;1.47;0
Willian JosĂ©;br BRA;FW;Real_Sociedad;27;24000000;189;La Liga;37;2011;11;1;0;1.47;0
Robin Le Normand;fr FRA;DF;Real_Sociedad;22;12000000;187;La Liga;31;2394;1;0;0;1.47;0
Diego Llorente;es ESP;DF;Real_Sociedad;25;20000000;186;La Liga;29;2327;1;1;0;1.47;0
Roberto LĂłpez;es ESP;MF;Real_Sociedad;19;90000;178;La Liga;3;51;0;1;0;1.47;0
Mikel Merino;es ESP;MF;Real_Sociedad;23;24000000;189;La Liga;36;3139;5;1;0;1.47;0
Nacho Monreal;es ESP;DF;Real_Sociedad;33;3000000;180;La Liga;29;2390;2;0;0;1.47;0
Aihen MuĂ±oz;es ESP;DF;Real_Sociedad;21;4000000;175;La Liga;15;981;0;0;0;1.47;0
Mikel Oyarzabal;es ESP;FW_MF;Real_Sociedad;22;48000000;181;La Liga;37;3051;10;11;0;1.47;0
Jon Pacheco;es ESP;DF;Real_Sociedad;18;20000;184;La Liga;1;77;0;0;0;1.47;0
Portu;es ESP;FW_MF;Real_Sociedad;27;16000000;168;La Liga;35;2393;7;7;0;1.47;0
Ălex Remiro;es ESP;GK;Real_Sociedad;24;12000000;191;La Liga;25;2250;0;0;62;1.47;0
KĂ©vin Rodrigues;pt POR;DF;Real_Sociedad;25;2000000;170;La Liga;1;6;0;0;0;1.47;0
Luca Sangalli;es ESP;MF;Real_Sociedad;24;2000000;167;La Liga;11;372;0;1;0;1.47;0
Joseba Zaldua;es ESP;DF;Real_Sociedad;27;10000000;176;La Liga;30;2545;0;2;0;1.47;0
Igor Zubeldia;es ESP;MF_DF;Real_Sociedad;22;24000000;180;La Liga;33;2640;0;1;0;1.47;0
MartĂ­n Zubimendi;es ESP;MF;Real_Sociedad;20;25000;180;La Liga;9;524;0;0;0;1.47;0
David Zurutuza;es ESP;MF;Real_Sociedad;33;1000000;186;La Liga;5;157;0;0;0;1.47;0
Martin Ădegaard;no NOR;MF;Real_Sociedad;20;45000000;178;La Liga;31;2527;4;6;0;1.47;0
Yunis Abdelhamid;ma MAR;DF;Reims;31;2000000;190;Ligue 1;28;2520;3;0;0;1.46;0
El Bilal TourĂ©;ml MLI;FW;Reims;17;2000000;185;Ligue 1;7;453;3;0;0;1.46;0
Mathieu Cafaro;fr FRA;FW_MF;Reims;22;6000000;175;Ligue 1;13;924;1;2;0;1.46;0
Moreto CassamĂŁ;gw GNB;MF;Reims;21;2500000;165;Ligue 1;7;592;0;1;0;1.46;0
Xavier Chavalerin;fr FRA;MF;Reims;28;4000000;179;Ligue 1;24;2147;1;3;0;1.46;0
Boulaye Dia;sn SEN;FW;Reims;22;4000000;180;Ligue 1;24;1812;7;1;0;1.46;0
Tristan DingomĂ©;cm CMR;MF;Reims;28;1000000;174;Ligue 1;15;892;0;1;0;1.46;0
Axel Disasi;fr FRA;DF;Reims;21;7000000;190;Ligue 1;27;2430;1;0;0;1.46;0
Anastasios Donis;gr GRE;FW_MF;Reims;22;2000000;178;Ligue 1;15;609;0;0;0;1.46;0
Moussa Doumbia;ml MLI;FW_MF;Reims;24;2000000;173;Ligue 1;26;1718;2;1;0;1.46;0
Thomas Foket;be BEL;DF;Reims;24;4000000;177;Ligue 1;27;2430;0;1;0;1.46;0
Suk Hyun-jun;kr KOR;FW_MF;Reims;28;1400000;190;Ligue 1;13;262;1;1;0;1.46;0
Hassane Kamara;gm GAM;DF_FW;Reims;24;4000000;168;Ligue 1;23;1709;2;0;0;1.46;0
Ghislain Konan;ci CIV;DF;Reims;23;5000000;176;Ligue 1;16;1333;0;1;0;1.46;0
Dereck Kutesa;ch SUI;FW_MF;Reims;21;1000000;178;Ligue 1;14;528;1;0;0;1.46;0
Nicolas LemaĂ®tre;fr FRA;GK;Reims;22;32500;189;Ligue 1;1;90;0;0;1;1.46;0
Dario Maresic;at AUT;DF;Reims;19;2000000;183;Ligue 1;1;90;0;0;0;1.46;0
Nathanael Mbuku;fr FRA;MF_FW;Reims;17;5000000;170;Ligue 1;11;395;0;0;0;1.46;0
Marshall Munetsi;zw ZIM;MF;Reims;23;80000;187;Ligue 1;17;838;0;2;0;1.46;0
TimothĂ©e Nkada;fr FRA;FW_MF;Reims;20;300;177;Ligue 1;8;148;0;0;0;1.46;0
Remi Oudin;fr FRA;FW_MF;Reims;22;7000000;185;Ligue 1;18;1397;3;2;0;1.46;0
Predrag RajkoviÄ‡;rs SRB;GK;Reims;23;9000000;192;Ligue 1;27;2430;0;0;65;1.46;0
Alaixys Romao;tg TOG;MF;Reims;35;32500;180;Ligue 1;22;1781;0;0;0;1.46;0
Kaj Sierhuis;nl NED;FW;Reims;21;2000000;180;Ligue 1;1;12;0;0;0;1.46;0
Sambou Sissoko;fr FRA;MF_FW;Reims;20;45000;179;Ligue 1;3;32;0;0;0;1.46;0
Arber Zeneli;xk KVX;MF;Reims;24;5000000;176;Ligue 1;1;6;0;0;0;1.46;0
Sacha Boey;fr FRA;DF;Rennes;18;1000000;178;Ligue 1;5;172;0;0;0;1.79;0
Benjamin Bourigeaud;fr FRA;MF;Rennes;25;12000000;177;Ligue 1;25;1903;2;2;0;1.79;0
Eduardo Camavinga;fr FRA;MF;Rennes;16;37000000;182;Ligue 1;25;2107;1;2;0;1.79;0
Lucas Da Cunha;fr FRA;MF;Rennes;18;1000000;176;Ligue 1;2;72;0;0;0;1.79;0
Damien Da Silva;fr FRA;DF;Rennes;31;4000000;184;Ligue 1;25;2244;1;2;0;1.79;0
Romain Del Castillo;fr FRA;FW_MF;Rennes;23;4000000;172;Ligue 1;21;1242;2;5;0;1.79;0
Raphael Dias Belloli;br BRA;MF_FW;Rennes;22;18000000;175;Ligue 1;22;1690;5;3;0;1.79;0
Souleyman Doumbia;ci CIV;DF;Rennes;22;1000000;183;Ligue 1;1;90;0;0;0;1.79;0
Yann Gboho;fr FRA;FW;Rennes;18;2000000;178;Ligue 1;8;226;1;1;0;1.79;0
JĂ©rĂ©my GĂ©lin;fr FRA;DF_MF;Rennes;22;4000000;183;Ligue 1;14;924;0;0;0;1.79;0
Joris Gnagnon;fr FRA;DF;Rennes;22;4000000;182;Ligue 1;19;1278;0;1;0;1.79;0
ClĂ©ment Grenier;fr FRA;MF;Rennes;28;5000000;186;Ligue 1;11;839;1;0;0;1.79;0
Rafik Guitane;fr FRA;MF_DF;Rennes;20;2000000;164;Ligue 1;2;16;0;0;0;1.79;0
Adrien Hunou;fr FRA;FW_MF;Rennes;25;4000000;179;Ligue 1;23;1210;8;1;0;1.79;0
James Lea Siliki;fr FRA;MF;Rennes;23;5000000;183;Ligue 1;20;1079;0;0;0;1.79;0
Faitout Maouassa;fr FRA;DF;Rennes;21;8000000;170;Ligue 1;23;1803;3;1;0;1.79;0
Jonas Martin;fr FRA;MF;Rennes;29;2000000;184;Ligue 1;3;113;0;0;0;1.79;0
Edouard Mendy;sn SEN;GK;Rennes;27;7000000;196;Ligue 1;24;2160;0;0;59;1.79;0
JĂ©rĂ©my Morel;mg MAD;DF;Rennes;35;25000;172;Ligue 1;21;1806;1;0;0;1.79;0
M'Baye Niang;sn SEN;FW;Rennes;24;12000000;188;Ligue 1;26;2126;10;0;0;1.79;0
Gerzino Nyamsi;fr FRA;DF;Rennes;22;1000000;194;Ligue 1;4;116;0;0;0;1.79;0
Steven Nzonzi;fr FRA;MF;Rennes;30;11000000;196;Ligue 1;5;386;0;0;0;1.79;0
Romain Salin;fr FRA;GK;Rennes;35;20000;189;Ligue 1;4;360;0;0;13;1.79;0
Theoson Siebatcheu;fr FRA;FW;Rennes;23;3500000;190;Ligue 1;14;440;0;1;0;1.79;0
Flavien Tait;fr FRA;MF_FW;Rennes;26;4000000;175;Ligue 1;17;885;2;2;0;1.79;0
Hamari TraorĂ©;ml MLI;DF;Rennes;27;4000000;175;Ligue 1;27;2411;0;5;0;1.79;0
Mirko Antonucci;it ITA;FW_MF;Roma;20;90000;178;Serie A;2;82;0;0;0;1.84;0
Bryan Cristante;it ITA;MF;Roma;24;20000000;186;Serie A;26;1616;1;3;0;1.84;0
Amadou Diawara;gn GUI;MF;Roma;22;18000000;183;Serie A;22;1518;1;1;0;1.84;0
Edin DĹľeko;ba BIH;FW;Roma;33;10000000;193;Serie A;35;2854;16;7;0;1.84;0
Federico Fazio;ar ARG;DF;Roma;32;3000000;195;Serie A;16;1213;1;0;0;1.84;0
Alessandro Florenzi;it ITA;DF_FW;Roma;28;16000000;173;Serie A;14;997;0;1;0;1.84;0
Daniel Fuzato;br BRA;GK;Roma;22;40000;190;Serie A;1;90;0;0;1;1.84;0
Roger Ibanez;br BRA;DF;Roma;20;15000000;186;Serie A;9;614;0;0;0;1.84;0
Juan Jesus;br BRA;DF;Roma;28;3500000;185;Serie A;4;139;0;0;0;1.84;0
Nikola KaliniÄ‡;hr CRO;FW;Roma;31;5500000;187;Serie A;15;571;5;1;0;1.84;0
Justin Kluivert;nl NED;FW;Roma;20;22000000;171;Serie A;22;1514;4;1;0;1.84;0
Aleksandar Kolarov;rs SRB;DF;Roma;33;6000000;187;Serie A;32;2732;7;3;0;1.84;0
Pau LĂłpez;es ESP;GK;Roma;24;19000000;189;Serie A;32;2880;0;0;83;1.84;0
Gianluca Mancini;it ITA;DF_MF;Roma;23;22000000;190;Serie A;32;2740;1;0;0;1.84;0
YÄ±ldÄ±rÄ±m Mert Ă‡etin;tr TUR;DF;Roma;22;4000000;189;Serie A;6;257;0;0;0;1.84;0
Antonio Mirante;it ITA;GK;Roma;36;65000;193;Serie A;5;450;0;0;17;1.84;0
Henrikh Mkhitaryan;am ARM;MF_FW;Roma;30;20000000;177;Serie A;22;1530;9;5;0;1.84;0
Javier Pastore;ar ARG;MF;Roma;30;8000000;187;Serie A;11;514;0;1;0;1.84;0
Lorenzo Pellegrini;it ITA;MF;Roma;23;32000000;186;Serie A;27;2097;1;9;0;1.84;0
Bruno Peres;br BRA;DF;Roma;29;2000000;178;Serie A;16;1056;2;2;0;1.84;0
Carles PĂ©rez;es ESP;FW_MF;Roma;21;9000000;173;Serie A;14;566;1;3;0;1.84;0
Diego Perotti;ar ARG;FW_MF;Roma;31;6000000;179;Serie A;21;875;5;3;0;1.84;0
Davide Santon;it ITA;DF;Roma;28;4000000;187;Serie A;15;619;0;0;0;1.84;0
Chris Smalling;eng ENG;DF;Roma;29;16000000;194;Serie A;30;2566;3;2;0;1.84;0
Leonardo Spinazzola;it ITA;DF;Roma;26;14000000;186;Serie A;24;1548;1;2;0;1.84;0
Cengiz Ăśnder;tr TUR;FW;Roma;22;24000000;173;Serie A;18;873;3;0;0;1.84;0
Jordan Veretout;fr FRA;MF;Roma;26;20000000;177;Serie A;33;2629;6;0;0;1.84;0
Gonzalo Villar;es ESP;MF;Roma;21;2000000;181;Serie A;9;299;0;0;0;1.84;0
NicolĂ˛ Zaniolo;it ITA;FW_MF;Roma;20;45000000;190;Serie A;26;1503;6;2;0;1.84;0
Davide Zappacosta;it ITA;DF;Roma;27;12000000;182;Serie A;9;452;0;1;0;1.84;0
Charles Abi;fr FRA;FW;Saint-Eitienne;19;1000000;187;Ligue 1;15;623;0;0;0;1.07;0
Jean-Eudes Aholou;ci CIV;MF;Saint-Eitienne;25;4000000;187;Ligue 1;11;630;1;1;0;1.07;0
Stefan Bajic;fr FRA;GK;Saint-Eitienne;17;30000;191;Ligue 1;1;90;0;0;1;1.07;0
Bilal Benkhedim;fr FRA;MF_FW;Saint-Eitienne;18;1200000;175;Ligue 1;3;132;0;0;0;1.07;0
Robert BeriÄ‡;si SVN;FW_MF;Saint-Eitienne;28;2400000;188;Ligue 1;11;413;1;0;0;1.07;0
Denis Bouanga;ga GAB;FW_DF;Saint-Eitienne;24;8000000;180;Ligue 1;26;2042;10;3;0;1.07;0
Ryad Boudebouz;dz ALG;MF_FW;Saint-Eitienne;29;2000000;177;Ligue 1;24;1597;1;4;0;1.07;0
Yohan Cabaye;fr FRA;MF;Saint-Eitienne;33;80000;173;Ligue 1;15;858;0;1;0;1.07;0
Mahdi Camara;fr FRA;MF;Saint-Eitienne;21;1000000;178;Ligue 1;12;901;0;0;0;1.07;0
Mathieu Debuchy;fr FRA;DF;Saint-Eitienne;34;2000000;177;Ligue 1;21;1769;1;1;0;1.07;0
Lois Diony;fr FRA;FW;Saint-Eitienne;26;2200000;183;Ligue 1;12;666;2;0;0;1.07;0
Assane DioussĂ©;sn SEN;MF;Saint-Eitienne;21;2000000;175;Ligue 1;4;120;0;0;0;1.07;0
Wesley Fofana;fr FRA;DF;Saint-Eitienne;18;5000000;190;Ligue 1;14;1215;1;0;0;1.07;0
Romain Hamouma;fr FRA;FW_MF;Saint-Eitienne;32;2000000;179;Ligue 1;14;865;6;1;0;1.07;0
Franck Honorat;fr FRA;FW_DF;Saint-Eitienne;22;1000000;180;Ligue 1;12;849;0;3;0;1.07;0
Wahbi Khazri;tn TUN;FW_MF;Saint-Eitienne;28;7000000;182;Ligue 1;16;1149;3;2;0;1.07;0
TimothĂ©e Kolodziejczak;fr FRA;DF;Saint-Eitienne;27;4000000;185;Ligue 1;15;1305;0;0;0;1.07;0
Yann M'Vila;fr FRA;MF_DF;Saint-Eitienne;29;6000000;182;Ligue 1;23;1942;0;2;0;1.07;0
Harold Moukoudi;cm CMR;DF;Saint-Eitienne;21;3000000;191;Ligue 1;11;990;0;0;0;1.07;0
Jessy Moulin;fr FRA;GK;Saint-Eitienne;33;25000;185;Ligue 1;5;450;0;0;18;1.07;0
Arnaud Nordin;fr FRA;FW;Saint-Eitienne;21;4000000;170;Ligue 1;18;908;1;0;0;1.07;0
Sergi Palencia;es ESP;DF;Saint-Eitienne;23;2000000;172;Ligue 1;6;468;0;0;0;1.07;0
LoĂŻc Perrin;fr FRA;DF;Saint-Eitienne;33;1000000;181;Ligue 1;21;1714;0;0;0;1.07;0
Maxence Rivera;fr FRA;MF;Saint-Eitienne;17;15000;168;Ligue 1;1;25;0;0;0;1.07;0
StĂ©phane Ruffier;fr FRA;GK;Saint-Eitienne;32;2000000;188;Ligue 1;22;1980;0;0;56;1.07;0
William Saliba;fr FRA;DF;Saint-Eitienne;18;22000000;193;Ligue 1;12;992;0;0;0;1.07;0
Miguel Trauco;pe PER;DF;Saint-Eitienne;26;1000000;175;Ligue 1;19;1476;1;2;0;1.07;0
Zaydou Youssouf;fr FRA;MF;Saint-Eitienne;20;7000000;182;Ligue 1;16;1077;0;0;0;1.07;0
Kristoffer Askildsen;no NOR;MF;Sampdoria;18;1000000;190;Serie A;4;76;1;0;0;1.11;0
Emil Audero;it ITA;GK;Sampdoria;22;12000000;192;Serie A;36;3240;0;0;110;1.11;0
Tommaso Augello;it ITA;DF;Sampdoria;24;80000;180;Serie A;17;1135;0;2;0;1.11;0
Ă‰dgar Barreto;py PAR;MF;Sampdoria;35;40000;180;Serie A;2;90;0;0;0;1.11;0
Bartosz BereszyĹ„ski;pl POL;DF;Sampdoria;27;6000000;183;Serie A;28;2402;0;0;0;1.11;0
Andrea Bertolacci;it ITA;MF;Sampdoria;28;2000000;179;Serie A;12;534;0;0;0;1.11;0
Federico Bonazzoli;it ITA;FW_MF;Sampdoria;22;1000000;182;Serie A;19;744;6;0;0;1.11;0
Gianluca Caprari;it ITA;FW_MF;Sampdoria;26;6000000;171;Serie A;18;667;3;0;0;1.11;0
Julian Chabot;de GER;DF;Sampdoria;21;3000000;195;Serie A;8;569;1;0;0;1.11;0
Omar Colley;gm GAM;DF;Sampdoria;26;5000000;191;Serie A;31;2772;0;1;0;1.11;0
Felice D'Amico;it ITA;MF;Sampdoria;18;25000;175;Serie A;2;3;0;0;0;1.11;0
Fabio Depaoli;it ITA;MF_DF;Sampdoria;22;4000000;182;Serie A;29;1854;0;1;0;1.11;0
Albin Ekdal;se SWE;MF;Sampdoria;30;3000000;186;Serie A;32;2385;0;2;0;1.11;0
Wladimiro Falcone;it ITA;GK;Sampdoria;24;15000;195;Serie A;2;180;0;0;8;1.11;0
Alex Ferrari;it ITA;DF;Sampdoria;25;2000000;191;Serie A;12;1005;0;0;0;1.11;0
Manolo Gabbiadini;it ITA;FW;Sampdoria;27;9000000;186;Serie A;33;2035;11;1;0;1.11;0
Jakub Jankto;cz CZE;MF;Sampdoria;23;9000000;184;Serie A;30;2095;2;4;0;1.11;0
Antonino La Gumina;it ITA;FW;Sampdoria;23;3000000;182;Serie A;5;186;0;0;0;1.11;0
Mehdi LĂ©ris;fr FRA;MF_FW;Sampdoria;21;2000000;186;Serie A;15;509;1;1;0;1.11;0
Karol Linetty;pl POL;MF;Sampdoria;24;11000000;176;Serie A;28;2019;4;3;0;1.11;0
Gonzalo Maroni;ar ARG;MF;Sampdoria;20;4000000;170;Serie A;5;181;0;1;0;1.11;0
Jeison Murillo;co COL;DF;Sampdoria;27;6000000;182;Serie A;10;666;0;0;0;1.11;0
Nicola Murru;it ITA;DF;Sampdoria;24;5000000;180;Serie A;28;2259;0;0;0;1.11;0
Fabio Quagliarella;it ITA;FW;Sampdoria;36;1000000;180;Serie A;28;2275;11;3;0;1.11;0
GastĂłn RamĂ­rez;uy URU;MF_FW;Sampdoria;28;6000000;183;Serie A;26;1392;7;2;0;1.11;0
Vasco Regini;it ITA;DF;Sampdoria;28;72500;185;Serie A;3;174;0;0;0;1.11;0
Emiliano Rigoni;ar ARG;MF_FW;Sampdoria;26;6000000;180;Serie A;8;431;0;1;0;1.11;0
Morten Thorsby;no NOR;MF_DF;Sampdoria;23;2000000;189;Serie A;24;1865;1;1;0;1.11;0
Lorenzo Tonelli;it ITA;DF;Sampdoria;29;2000000;183;Serie A;9;702;0;0;0;1.11;0
Ronaldo Vieira;gw GNB;MF;Sampdoria;21;6000000;178;Serie A;27;1819;0;1;0;1.11;0
Maya Yoshida;jp JPN;DF;Sampdoria;30;4000000;189;Serie A;14;1187;0;1;0;1.11;0
Domenico Berardi;it ITA;FW;Sassuolo;24;19000000;183;Serie A;31;2493;14;10;0;1.34;0
Jeremie Boga;ci CIV;FW;Sassuolo;22;25000000;174;Serie A;34;2513;11;2;0;1.34;0
Mehdi Bourabia;ma MAR;MF;Sassuolo;27;2000000;183;Serie A;17;925;1;2;0;1.34;0
Francesco Caputo;it ITA;FW;Sassuolo;31;5000000;181;Serie A;36;2931;21;7;0;1.34;0
Vlad ChiricheČ™;ro ROU;DF;Sassuolo;29;4000000;184;Serie A;9;707;0;0;0;1.34;0
Andrea Consigli;it ITA;GK;Sassuolo;32;2000000;189;Serie A;31;2790;0;0;93;1.34;0
GrĂ©goire Defrel;mq MTQ;FW_MF;Sassuolo;28;9000000;179;Serie A;17;980;3;3;0;1.34;0
Alfred Duncan;gh GHA;MF;Sassuolo;26;13000000;178;Serie A;13;843;1;5;0;1.34;0
Andrea Ghion;it ITA;MF_FW;Sassuolo;19;20000;180;Serie A;3;48;0;0;0;1.34;0
LukĂˇĹˇ HaraslĂ­n;sk SVK;FW;Sassuolo;23;1600000;182;Serie A;11;384;1;0;0;1.34;0
Hamed Junior TraorĂ¨;ci CIV;MF_FW;Sassuolo;19;13000000;177;Serie A;31;1570;4;1;0;1.34;0
Georgios Kiriakopoulos;gr GRE;DF;Sassuolo;23;3000000;182;Serie A;26;1643;0;1;0;1.34;0
Manuel Locatelli;it ITA;MF;Sassuolo;21;15000000;185;Serie A;33;2586;0;5;0;1.34;0
Francesco Magnanelli;it ITA;MF;Sassuolo;34;65000;181;Serie A;22;1397;0;0;0;1.34;0
Giangiacomo Magnani;it ITA;DF;Sassuolo;23;3000000;191;Serie A;8;145;1;0;0;1.34;0
Giacomo Manzari;it ITA;FW_MF;Sassuolo;18;10000;0;Serie A;3;16;0;0;0;1.34;0
Gian Marco Ferrari;it ITA;DF;Sassuolo;27;8000000;189;Serie A;23;1897;0;1;0;1.34;0
Marlon;br BRA;DF;Sassuolo;23;6500000;182;Serie A;23;1818;0;0;0;1.34;0
Luca Mazzitelli;it ITA;MF;Sassuolo;23;2000000;184;Serie A;1;12;0;0;0;1.34;0
Mert MĂĽldĂĽr;tr TUR;DF;Sassuolo;20;4000000;184;Serie A;24;1273;2;1;0;1.34;0
Pedro Obiang;gq EQG;MF;Sassuolo;27;5000000;186;Serie A;25;1674;1;1;0;1.34;0
Gianluca Pegolo;it ITA;GK;Sassuolo;38;15000;183;Serie A;5;450;0;0;23;1.34;0
Federico Peluso;it ITA;DF;Sassuolo;35;40000;188;Serie A;23;1513;0;2;0;1.34;0
Giacomo Raspadori;it ITA;MF_FW;Sassuolo;19;62500;172;Serie A;11;264;2;0;0;1.34;0
RogĂ©rio;br BRA;DF;Sassuolo;21;6500000;178;Serie A;15;1015;1;1;0;1.34;0
Filippo Romagna;it ITA;DF;Sassuolo;22;4000000;186;Serie A;18;1477;0;0;0;1.34;0
Jeremy Toljan;de GER;DF;Sassuolo;24;3000000;182;Serie A;29;2186;1;2;0;1.34;0
Alessandro Tripaldelli;it ITA;DF;Sassuolo;20;45000;182;Serie A;2;135;0;0;0;1.34;0
Stefano Turati;it ITA;GK;Sassuolo;0;30000;188;Serie A;2;180;0;0;8;1.34;0
Filip Djuricic;rs SRB;MF_FW;Sassuolo;27;9000000;181;Serie A;29;1633;5;5;0;1.34;0
Timo Becker;de GER;DF_MF;Schalke04;22;65000;186;Bundesliga;10;336;0;0;0;1.15;0
Nassim Boujellab;ma MAR;MF_FW;Schalke04;20;90000;182;Bundesliga;11;419;0;0;0;1.15;0
Can Bozdogan;de GER;MF;Schalke04;18;2500000;175;Bundesliga;3;235;0;0;0;1.15;0
Guido Burgstaller;at AUT;FW;Schalke04;30;2000000;187;Bundesliga;21;1234;0;1;0;1.15;0
Daniel Caligiuri;it ITA;MF_FW;Schalke04;31;4000000;182;Bundesliga;28;2293;2;2;0;1.15;0
Michael Gregoritsch;at AUT;FW;Schalke04;25;5000000;193;Bundesliga;14;829;1;1;0;1.15;0
Amine Harit;ma MAR;MF_FW;Schalke04;22;24000000;180;Bundesliga;25;2102;6;4;0;1.15;0
Jonas Hofmann;de GER;MF;Schalke04;22;7000000;176;Bundesliga;1;2;0;0;0;1.15;0
Ozan Kabak;tr TUR;DF;Schalke04;19;29000000;186;Bundesliga;26;1777;3;1;0;1.15;0
Jonjoe Kenny;eng ENG;DF;Schalke04;22;9000000;176;Bundesliga;31;2717;2;3;0;1.15;0
Ahmed Kutucu;tr TUR;FW_MF;Schalke04;19;5000000;181;Bundesliga;25;679;3;2;0;1.15;0
Omar Mascarell;es ESP;MF;Schalke04;26;11000000;181;Bundesliga;23;2026;0;1;0;1.15;0
Rabbi Matondo;wal WAL;FW_MF;Schalke04;18;8000000;175;Bundesliga;20;1162;2;0;0;1.15;0
Weston McKennie;us USA;MF_DF;Schalke04;20;20000000;185;Bundesliga;28;2074;3;0;0;1.15;0
Levent Mercan;de GER;MF;Schalke04;18;90000;176;Bundesliga;5;71;0;0;0;1.15;0
Juan Miranda;es ESP;DF;Schalke04;19;4000000;185;Bundesliga;11;781;0;0;0;1.15;0
Matija NastasiÄ‡;rs SRB;DF;Schalke04;26;10000000;188;Bundesliga;16;1365;0;0;0;1.15;0
Alexander NĂĽbel;de GER;GK;Schalke04;22;9000000;193;Bundesliga;26;2315;0;0;79;1.15;0
Bastian Oczipka;de GER;DF;Schalke04;30;3000000;185;Bundesliga;34;3015;0;5;0;1.15;0
Benito Raman;be BEL;FW;Schalke04;24;8000000;172;Bundesliga;25;1601;4;3;0;1.15;0
Fabian Reese;de GER;FW;Schalke04;21;60000;187;Bundesliga;2;86;0;0;0;1.15;0
Salif SanĂ©;sn SEN;DF;Schalke04;28;9000000;196;Bundesliga;15;1126;2;1;0;1.15;0
Alessandro SchĂ¶pf;at AUT;MF;Schalke04;25;4000000;178;Bundesliga;22;1432;0;1;0;1.15;0
Markus Schubert;de GER;GK;Schalke04;21;1000000;187;Bundesliga;9;742;0;0;35;1.15;0
Suat Serdar;de GER;MF;Schalke04;22;20000000;184;Bundesliga;20;1599;7;0;0;1.15;0
Benjamin Stambouli;fr FRA;DF;Schalke04;28;9000000;180;Bundesliga;9;810;0;0;0;1.15;0
Malick Thiaw;fi FIN;DF;Schalke04;17;2000000;191;Bundesliga;4;76;0;0;0;1.15;0
Jean-Clair Todibo;fr FRA;DF;Schalke04;19;9000000;190;Bundesliga;8;365;0;0;0;1.15;0
Mark Uth;de GER;FW_MF;Schalke04;27;7500000;185;Bundesliga;8;353;0;0;0;1.15;0
Ă‰ver Banega;ar ARG;MF;Sevilla;31;7000000;174;La Liga;33;2475;3;7;0;1.84;1
Yassine Bounou;ma MAR;GK;Sevilla;28;15000000;192;La Liga;6;495;0;1;17;1.84;1
Diego Carlos;br BRA;DF;Sevilla;26;50000000;186;La Liga;35;3134;2;0;0;1.84;1
Daniel CarriĂ§o;pt POR;DF;Sevilla;30;2000000;183;La Liga;11;847;0;0;0;1.84;1
Youssef En-Nesyri;ma MAR;FW;Sevilla;22;12000000;189;La Liga;18;796;4;0;0;1.84;1
Sergio Escudero;es ESP;DF;Sevilla;29;4000000;176;La Liga;11;773;1;0;0;1.84;1
Fernando;br BRA;MF;Sevilla;32;4000000;183;La Liga;34;2659;2;3;0;1.84;1
Sergi GĂłmez;es ESP;DF;Sevilla;27;4000000;185;La Liga;13;717;0;0;0;1.84;1
Nemanja Gudelj;rs SRB;MF_DF;Sevilla;27;5000000;187;La Liga;24;1216;0;0;0;1.84;1
Munir El Haddadi;es ESP;FW;Sevilla;23;10000000;175;La Liga;21;1250;5;2;0;1.84;1
Javier HernĂˇndez;mx MEX;FW;Sevilla;31;3000000;175;La Liga;9;448;1;0;0;1.84;1
Luuk de Jong;nl NED;FW;Sevilla;28;9000000;188;La Liga;35;2059;6;1;0;1.84;1
Joan JordĂˇn;es ESP;MF;Sevilla;25;14000000;185;La Liga;34;2254;2;2;0;1.84;1
Jules KoundĂ©;fr FRA;DF;Sevilla;20;22000000;178;La Liga;29;2309;1;1;0;1.84;1
Rony Lopes;pt POR;FW;Sevilla;23;10000000;174;La Liga;5;134;0;0;0;1.84;1
JesĂşs Navas;es ESP;DF;Sevilla;33;3000000;172;La Liga;38;3369;0;7;0;1.84;1
Nolito;es ESP;FW;Sevilla;32;1500000;175;La Liga;15;898;3;0;0;1.84;1
Lucas Ocampos;ar ARG;FW;Sevilla;25;32000000;187;La Liga;33;2745;14;3;0;1.84;1
Alejandro Pozo Pozo;es ESP;FW_MF;Sevilla;20;5000000;174;La Liga;3;37;0;0;0;1.84;1
Sergio ReguilĂłn;es ESP;DF;Sevilla;22;20000000;178;La Liga;31;2509;2;4;0;1.84;1
Suso;es ESP;FW_MF;Sevilla;25;20000000;177;La Liga;17;785;1;1;0;1.84;1
Ă“liver Torres;es ESP;MF_FW;Sevilla;24;13000000;175;La Liga;28;1596;3;3;0;1.84;1
TomĂˇĹˇ VaclĂ­k;cz CZE;GK;Sevilla;30;10000000;188;La Liga;33;2925;0;0;68;1.84;1
Franco VĂˇzquez;ar ARG;MF_FW;Sevilla;30;9000000;187;La Liga;31;1098;3;0;0;1.84;1
